17,785
16,5014
17,6293
17,7116
17,4421
17,8892
17,455
18,0385
19,4983
17,6262
17,6762
17,8509
17,7331
17,7465
17,6175
17,5721
17,7208
17,4793
17,5739
17,8423
17,961
17,4281
17,8815
17,8115
17,938
20,3358
17,9633
17,7278
17,849
17,9135
18,0268
17,9108
17,8954
18,0881
18,2151
18,136
18,0964
18,1742
18,1262
18,0804
18,0764
18,1256
20,1778
17,7466
17,4889
18,042
17,7622
17,7371
18,0476
17,9329
